Station,Visit,SurveyID,Year,Date,Time,BHC20_100,ATTW,BBWO,DOWO,HAWO,NOFL,PIWO,YBSA
WP19-087,2,WP19-087-2,2019,2019-06-19,9:30:00,CYF,0,0,0,0,0,0,1
WP19-088,1,WP19-088-1,2019,2019-06-03,8:59:00,DYF,0,0,0,0,0,0,0
WP19-088,2,WP19-088-2,2019,2019-06-20,7:36:00,DYF,0,0,0,0,0,0,0
WP19-095,1,WP19-095-1,2019,2019-06-02,9:50:00,DYF,0,0,0,0,0,0,2
WP19-095,2,WP19-095-2,2019,2019-06-20,5:50:00,DYF,0,0,0,0,0,1,0
WP19-097,1,WP19-097-1,2019,2019-06-02,9:08:00,DYF,0,0,0,0,0,0,0
WP19-097,2,WP19-097-2,2019,2019-06-20,5:02:00,DYF,0,0,0,1,0,0,0
WP19-098,1,WP19-098-1,2019,2019-06-02,9:31:00,DMF,0,0,0,0,0,0,0
WP19-098,2,WP19-098-2,2019,2019-06-20,4:34:00,DMF,0,0,0,0,0,0,0
WP19-099,1,WP19-099-1,2019,2019-06-02,9:08:00,DMF,0,0,0,0,0,0,0
WP19-099,2,WP19-099-2,2019,2019-06-20,8:05:00,DMF,0,0,0,0,0,0,1
WP19-100,1,WP19-100-1,2019,2019-06-03,4:56:00,DYF,0,0,0,0,0,0,2
WP19-100,2,WP19-100-2,2019,2019-06-21,7:28:00,DYF,0,0,0,0,0,0,1
WP19-101,1,WP19-101-1,2019,2019-06-02,8:53:00,WRI,0,0,0,0,0,0,0
WP19-101,2,WP19-101-2,2019,2019-06-20,7:35:00,WRI,0,0,0,0,0,0,0
WP19-103,1,WP19-103-1,2019,2019-06-02,8:28:00,RMF,0,0,0,0,0,0,0
WP19-103,2,WP19-103-2,2019,2019-06-20,8:54:00,RMF,0,0,0,0,0,0,0
WP19-104,1,WP19-104-1,2019,2019-06-02,8:17:00,CYF,0,0,0,0,0,0,0
WP19-104,2,WP19-104-2,2019,2019-06-20,9:14:00,CYF,0,0,0,0,0,0,0
WP19-105,1,WP19-105-1,2019,2019-06-02,8:17:00,CYF,0,0,0,0,0,0,0
WP19-105,2,WP19-105-2,2019,2019-06-20,9:41:00,CYF,0,0,0,0,0,0,0
WP19-109,1,WP19-109-1,2019,2019-06-02,7:53:00,WRI,0,0,0,0,0,0,0
WP19-109,2,WP19-109-2,2019,2019-06-21,7:13:00,WRI,0,0,0,0,0,0,0
WP19-110,1,WP19-110-1,2019,2019-06-02,7:29:00,CMF,0,0,0,1,0,0,1
WP19-110,2,WP19-110-2,2019,2019-06-20,9:05:00,CMF,0,0,0,0,0,0,1
WP19-111,1,WP19-111-1,2019,2019-06-05,9:47:00,RMF,0,0,0,0,0,0,0
WP19-111,2,WP19-111-2,2019,2019-06-22,8:57:00,RMF,0,0,0,3,0,0,0
WP19-112,1,WP19-112-1,2019,2019-06-02,7:11:00,CMF,0,0,0,0,0,0,0
WP19-112,2,WP19-112-2,2019,2019-06-20,5:28:00,CMF,0,0,0,0,0,0,0
WP19-114,1,WP19-114-1,2019,2019-06-02,7:34:00,WRI,1,0,0,0,0,0,0
WP19-114,2,WP19-114-2,2019,2019-06-20,9:48:00,WRI,1,0,0,0,0,0,0
WP19-114,2,WP19-114-2,2019,2019-06-20,9:48:00,WRI,1,0,0,0,0,0,0
WP19-115,1,WP19-115-1,2019,2019-06-02,6:25:00,CMF,1,0,0,0,0,0,0
WP19-115,2,WP19-115-2,2019,2019-06-20,9:53:00,CMF,0,0,0,0,0,0,0
WP19-116,1,WP19-116-1,2019,2019-06-02,6:57:00,WRI,0,0,0,0,0,0,1
WP19-116,2,WP19-116-2,2019,2019-06-20,9:28:00,WRI,0,0,0,1,1,0,0
WP19-117,1,WP19-117-1,2019,2019-06-05,9:16:00,DYF,0,0,0,0,0,0,0
WP19-117,2,WP19-117-2,2019,2019-06-22,8:29:00,DYF,0,0,0,0,0,0,0
WP19-121,1,WP19-121-1,2019,2019-06-01,7:04:00,WRI,0,0,0,1,0,0,0
WP19-121,2,WP19-121-2,2019,2019-06-18,9:24:00,WRI,0,0,0,0,0,0,0
WP19-122,1,WP19-122-1,2019,2019-06-05,8:50:00,DYF,0,0,0,0,0,0,0
WP19-122,2,WP19-122-2,2019,2019-06-22,8:08:00,DYF,0,0,0,0,0,0,0
WP19-123,1,WP19-123-1,2019,2019-06-01,7:31:00,RSH,0,0,0,0,0,0,0
WP19-123,2,WP19-123-2,2019,2019-06-18,9:35:00,RSH,0,0,0,0,0,0,0
WP19-124,1,WP19-124-1,2019,2019-06-04,8:53:00,DYF,0,0,0,1,0,0,1
WP19-124,2,WP19-124-2,2019,2019-06-22,7:23:00,DYF,0,0,0,1,0,0,0
WP19-125,1,WP19-125-1,2019,2019-06-04,9:18:00,DYF,0,0,0,0,0,0,0
WP19-125,2,WP19-125-2,2019,2019-06-22,7:40:00,DYF,0,0,0,0,0,0,0
WP19-127,1,WP19-127-1,2019,2019-06-01,9:12:00,CMF,0,0,0,0,0,0,0
WP19-127,2,WP19-127-2,2019,2019-06-18,8:25:00,CMF,0,0,0,0,0,0,0
WP19-129,1,WP19-129-1,2019,2019-06-01,7:38:00,WRI,0,0,0,2,0,0,0
WP19-129,2,WP19-129-2,2019,2019-06-18,8:59:00,WRI,0,0,0,0,0,0,0
WP19-131,1,WP19-131-1,2019,2019-06-02,6:29:00,DYF,0,0,0,1,1,0,3
WP19-131,2,WP19-131-2,2019,2019-06-18,8:01:00,DYF,0,0,0,0,0,0,0
WP19-132,1,WP19-132-1,2019,2019-06-02,7:03:00,DYF,0,0,0,0,0,0,1
WP19-132,2,WP19-132-2,2019,2019-06-18,7:48:00,DYF,1,0,0,0,0,0,1
WP19-133,1,WP19-133-1,2019,2019-06-02,5:40:00,DMF,0,0,0,0,0,0,1
WP19-133,2,WP19-133-2,2019,2019-06-18,7:40:00,DMF,0,0,0,0,0,0,0
WP19-134,1,WP19-134-1,2019,2019-06-02,5:09:00,DMF,0,0,0,0,0,0,2
WP19-134,2,WP19-134-2,2019,2019-06-18,8:21:00,DMF,0,0,0,0,0,0,0
WP19-137,1,WP19-137-1,2019,2019-06-01,9:05:00,CYF,0,0,0,0,0,0,0
WP19-137,2,WP19-137-2,2019,2019-06-18,7:11:00,CYF,0,0,0,0,0,0,0
WP19-139,1,WP19-139-1,2019,2019-06-02,5:06:00,CYF,0,0,0,0,0,0,1
WP19-139,2,WP19-139-2,2019,2019-06-18,6:02:00,CYF,0,0,0,0,0,0,0
WP19-140,1,WP19-140-1,2019,2019-06-01,6:05:00,DMF,0,0,0,0,0,0,0
WP19-140,2,WP19-140-2,2019,2019-06-18,6:53:00,DMF,0,0,0,1,0,0,0
WP19-142,1,WP19-142-1,2019,2019-06-04,8:27:00,CUL,0,0,0,0,0,0,0
WP19-142,2,WP19-142-2,2019,2019-06-22,6:59:00,CUL,0,0,0,0,0,0,0
WP19-143,1,WP19-143-1,2019,2019-06-02,6:06:00,CYF,0,0,0,0,0,0,0
WP19-143,2,WP19-143-2,2019,2019-06-18,6:10:00,CYF,0,0,0,0,0,0,0
WP19-144,1,WP19-144-1,2019,2019-06-04,7:07:00,DMF,0,0,0,0,0,1,0
WP19-144,2,WP19-144-2,2019,2019-06-22,6:37:00,DMF,0,0,0,1,0,0,0
WP19-146,1,WP19-146-1,2019,2019-06-04,7:41:00,DMF,0,0,0,0,0,0,1
WP19-146,2,WP19-146-2,2019,2019-06-22,6:12:00,DMF,0,0,1,1,0,2,0
WP19-147,1,WP19-147-1,2019,2019-06-04,6:39:00,RMF,0,0,0,0,0,0,0
WP19-147,2,WP19-147-2,2019,2019-06-22,5:53:00,RMF,0,0,1,0,0,0,0
WP19-148,1,WP19-148-1,2019,2019-06-04,6:21:00,DYF,0,0,0,1,0,0,0
WP19-148,2,WP19-148-2,2019,2019-06-23,4:23:00,DYF,0,0,0,0,0,0,0
WP19-150,1,WP19-150-1,2019,2019-06-04,6:00:00,CYF,0,0,0,0,0,0,0
WP19-150,2,WP19-150-2,2019,2019-06-22,5:14:00,CYF,0,0,0,0,0,0,0
WP19-151,1,WP19-151-1,2019,2019-06-01,5:21:00,DMF,0,0,0,0,0,1,1
WP19-151,2,WP19-151-2,2019,2019-06-17,9:43:00,DMF,0,0,0,0,0,0,1
WP19-153,1,WP19-153-1,2019,2019-06-08,4:14:00,DYF,0,0,1,0,0,0,0
WP19-153,2,WP19-153-2,2019,2019-06-23,4:26:00,DYF,0,0,0,0,0,0,1
WP19-154,1,WP19-154-1,2019,2019-06-04,5:39:00,ANT,0,0,0,0,0,0,0
WP19-154,2,WP19-154-2,2019,2019-06-22,5:31:00,ANT,0,0,0,0,0,0,0
WP19-156,1,WP19-156-1,2019,2019-06-01,4:42:00,CMF,0,0,0,0,0,0,0
WP19-156,2,WP19-156-2,2019,2019-06-17,9:20:00,CMF,0,0,0,3,0,0,0
WP19-157,1,WP19-157-1,2019,2019-06-01,7:32:00,RSH,0,0,0,0,0,0,1
WP19-157,2,WP19-157-2,2019,2019-06-18,4:50:00,RSH,0,0,0,0,1,1,2
WP19-158,1,WP19-158-1,2019,2019-06-08,4:23:00,CYF,0,0,0,0,0,0,2
WP19-158,2,WP19-158-2,2019,2019-06-23,5:05:00,CYF,2,0,0,0,0,0,1
WP19-160,1,WP19-160-1,2019,2019-06-01,8:18:00,CYF,0,0,0,0,0,0,0
WP19-160,2,WP19-160-2,2019,2019-06-18,4:35:00,CYF,0,0,0,0,0,0,0
WP19-161,1,WP19-161-1,2019,2019-06-08,4:56:00,CMF,0,0,0,0,0,0,0
WP19-161,2,WP19-161-2,2019,2019-06-23,5:14:00,CMF,0,0,0,0,1,0,1
WP19-162,1,WP19-162-1,2019,2019-06-01,6:33:00,CYF,1,0,0,0,0,0,1
WP19-162,2,WP19-162-2,2019,2019-06-17,8:32:00,CYF,1,0,1,0,0,0,0
WP19-163,1,WP19-163-1,2019,2019-05-31,9:20:00,CYF,0,0,0,0,0,0,1
WP19-163,2,WP19-163-2,2019,2019-06-17,7:57:00,CYF,0,0,0,0,0,1,1
WP19-164,1,WP19-164-1,2019,2019-06-01,5:57:00,DYF,0,0,0,0,0,0,1
WP19-164,2,WP19-164-2,2019,2019-06-17,8:56:00,DYF,0,0,1,0,0,0,1
WP19-165,1,WP19-165-1,2019,2019-06-01,5:19:00,CYF,0,0,1,0,1,0,2
WP19-165,2,WP19-165-2,2019,2019-06-17,8:19:00,CYF,0,0,0,1,0,0,1
WP19-166,2,WP19-166-2,2019,2019-06-17,7:16:00,RSH,0,0,0,0,0,0,0
WP19-167,1,WP19-167-1,2019,2019-06-08,5:06:00,CYF,0,0,0,0,0,0,0
WP19-167,2,WP19-167-2,2019,2019-06-23,4:27:00,CYF,1,0,0,1,0,0,0
WP19-168,1,WP19-168-1,2019,2019-05-31,9:30:00,CYF,0,0,0,1,1,0,0
WP19-168,2,WP19-168-2,2019,2019-06-17,7:22:00,CYF,0,0,0,1,0,0,1
WP19-172,1,WP19-172-1,2019,2019-06-08,5:42:00,CYF,0,0,0,0,0,0,0
WP19-172,2,WP19-172-2,2019,2019-06-23,5:56:00,CYF,0,0,0,0,1,0,1
WP19-173,1,WP19-173-1,2019,2019-05-31,8:44:00,RSH,0,0,0,0,0,0,1
WP19-173,2,WP19-173-2,2019,2019-06-17,6:40:00,RSH,0,0,0,0,0,0,0
WP19-176,1,WP19-176-1,2019,2019-06-08,5:51:00,CYF,0,0,0,0,0,0,0
WP19-176,2,WP19-176-2,2019,2019-06-23,5:59:00,CYF,0,0,0,0,0,0,1
WP19-182,1,WP19-182-1,2019,2019-05-31,6:50:00,RYF,0,0,0,0,1,0,0
WP19-182,2,WP19-182-2,2019,2019-06-17,4:54:00,RYF,0,0,0,0,0,1,1
WP19-183,1,WP19-183-1,2019,2019-05-31,7:25:00,CYF,0,0,0,0,0,0,0
WP19-183,2,WP19-183-2,2019,2019-06-17,5:27:00,CYF,0,0,0,0,0,0,0
WP19-184,1,WP19-184-1,2019,2019-05-31,7:33:00,CMF,0,0,0,0,0,0,0
WP19-184,2,WP19-184-2,2019,2019-06-17,5:58:00,CMF,0,0,0,1,0,1,0
WP19-188,1,WP19-188-1,2019,2019-05-31,8:11:00,CMF,0,0,0,0,0,0,0
WP19-188,2,WP19-188-2,2019,2019-06-17,6:35:00,CMF,0,0,0,0,0,0,0
WP19-189,2,WP19-189-2,2019,2019-06-24,6:08:00,CYF,0,0,0,0,0,0,0
WP19-190,1,WP19-190-1,2019,2019-06-08,7:13:00,DYF,0,0,0,0,0,0,1
WP19-190,2,WP19-190-2,2019,2019-06-24,5:52:00,DYF,0,0,0,0,0,0,1
WP19-191,1,WP19-191-1,2019,2019-06-09,6:06:00,CYF,0,0,0,0,0,0,0
WP19-191,2,WP19-191-2,2019,2019-06-23,8:15:00,CYF,0,0,0,0,1,0,1
WP19-192,1,WP19-192-1,2019,2019-06-08,6:19:00,DSH,0,0,0,0,0,0,1
WP19-192,2,WP19-192-2,2019,2019-06-23,8:19:00,DSH,0,0,0,0,0,0,0
WP19-193,1,WP19-193-1,2019,2019-05-31,5:05:00,CYF,0,0,0,0,0,0,0
WP19-193,2,WP19-193-2,2019,2019-06-17,4:45:00,CYF,0,0,1,0,0,0,0
WP19-194,1,WP19-194-1,2019,2019-06-08,5:13:00,DSH,0,0,0,0,0,0,1
WP19-194,2,WP19-194-2,2019,2019-06-23,7:28:00,DSH,0,0,0,1,0,0,0
WP19-195,1,WP19-195-1,2019,2019-05-31,5:44:00,CYF,0,0,0,0,0,0,1
WP19-195,2,WP19-195-2,2019,2019-06-17,5:21:00,CYF,0,0,0,0,0,0,1
WP19-197,1,WP19-197-1,2019,2019-05-31,5:14:00,RSH,0,0,0,0,0,0,0
WP19-199,1,WP19-199-1,2019,2019-06-09,9:00:00,CYF,0,0,0,0,0,0,0
WP19-199,2,WP19-199-2,2019,2019-06-25,7:54:00,CYF,0,0,1,0,0,0,0
WP19-200,1,WP19-200-1,2019,2019-06-08,4:42:00,DYF,0,0,1,0,0,0,0
WP19-200,2,WP19-200-2,2019,2019-06-23,6:57:00,DYF,0,0,0,0,0,0,2
WP19-201,1,WP19-201-1,2019,2019-06-04,4:48:00,DSH,1,0,0,1,0,0,3
WP19-201,2,WP19-201-2,2019,2019-06-21,8:56:00,DSH,0,0,0,1,0,0,2
WP19-202,1,WP19-202-1,2019,2019-06-05,6:58:00,DYF,0,0,0,0,0,0,0
WP19-202,2,WP19-202-2,2019,2019-06-21,6:22:00,DYF,0,0,0,0,0,0,0
WP19-203,1,WP19-203-1,2019,2019-06-05,7:26:00,CMF,0,0,0,0,0,0,0
WP19-203,2,WP19-203-2,2019,2019-06-21,5:52:00,CMF,0,0,0,0,0,0,0
WP19-204,1,WP19-204-1,2019,2019-06-09,4:24:00,DYF,0,0,0,0,0,0,0
WP19-204,2,WP19-204-2,2019,2019-06-23,6:47:00,DYF,0,0,0,0,0,0,1
WP19-205,1,WP19-205-1,2019,2019-06-04,4:21:00,DSH,0,0,0,0,0,0,4
WP19-205,2,WP19-205-2,2019,2019-06-21,8:31:00,DSH,0,0,0,1,1,0,2
WP19-206,1,WP19-206-1,2019,2019-06-09,5:07:00,FBS,0,0,0,0,1,0,0
WP19-206,2,WP19-206-2,2019,2019-06-23,7:25:00,FBS,1,0,0,0,1,1,1
WP19-207,1,WP19-207-1,2019,2019-06-05,4:48:00,DYF,0,0,0,0,0,0,0
WP19-207,2,WP19-207-2,2019,2019-06-21,4:39:00,DYF,0,0,0,0,0,0,0
WP19-210,1,WP19-210-1,2019,2019-06-05,5:13:00,DSH,0,0,0,0,0,0,0
WP19-210,2,WP19-210-2,2019,2019-06-21,5:05:00,DSH,0,0,0,0,0,0,0
WP19-212,1,WP19-212-1,2019,2019-06-05,6:13:00,CMF,0,0,0,1,0,0,0
WP19-212,2,WP19-212-2,2019,2019-06-21,7:19:00,CMF,0,0,0,0,0,0,0
WP19-213,1,WP19-213-1,2019,2019-06-05,5:42:00,CYF,0,0,0,0,0,0,0
WP19-213,2,WP19-213-2,2019,2019-06-21,6:53:00,CYF,0,0,0,0,0,0,0
